tract,age_sex_totals,estimate,moe,geometry
31,total_65_69,126,84,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_70_74,87,59,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_75_79,37,28,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_80_84,21,29,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_85_older,138,140,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_male,NA,NA,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_female,1289,320,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
19,total_under_5,162,98,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_5_9,211,152,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_10_14,113,91,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_15_19,172,105,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_20_24,231,121,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_25_29,290,160,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_30_34,320,174,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_35_39,189,95,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_40_44,120,68,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_45_49,324,153,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_50_54,255,115,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_55_59,249,104,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_60_64,198,84,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_65_69,105,53,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_70_74,128,94,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_75_79,57,41,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_80_84,91,60,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_85_older,80,47,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_male,NA,NA,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
19,total_female,1583,268,"list(list(c(-78.821972, -78.81998, -78.817773, -78.816554, -78.809594, -78.808645, -78.806775, -78.804918, -78.804151, -78.803111, -78.799904, -78.799602, -78.80008, -78.802171, -78.803144, -78.807, -78.809528, -78.810345, -78.818181, -78.821322, -78.821616, -78.821972, 42.869243, 42.872059, 42.872014, 42.871996, 42.871892, 42.871877, 42.871853, 42.871827, 42.871817, 42.871803, 42.871731, 42.867313, 42.864844, 42.86497, 42.864963, 42.864689, 42.864305, 42.86372, 42.867749, 42.868991, 42.869105, 42.869243
)))"
58.02,total_under_5,357,149,"list(list(c(-78.91245, -78.912392, -78.912065, -78.90868, -78.907148, -78.905257, -78.904105, -78.903216, -78.90262, -78.901231, -78.89826, -78.897289, -78.894991, -78.89322, -78.893374, -78.895517, -78.898109, -78.89876, -78.898937, -78.899978, -78.900542, -78.901067, -78.903273, -78.903805, -78.907597, -78.907185, -78.907925, -78.909191, -78.914008, -78.91245, 42.956248, 42.956368, 42.956646, 42.959133, 42.956151, 42.956951, 42.95744, 42.957815, 42.95807, 42.958664, 42.959928, 42.960346, 42.959154, 
42.958246, 42.957497, 42.958574, 42.955796, 42.955091, 42.954903, 42.953792, 42.953187, 42.952621, 42.95026, 42.949686, 42.945654, 42.944125, 42.943727, 42.943125, 42.942479, 42.956248)))"
58.02,total_5_9,321,146,"list(list(c(-78.91245, -78.912392, -78.912065, -78.90868, -78.907148, -78.905257, -78.904105, -78.903216, -78.90262, -78.901231, -78.89826, -78.897289, -78.894991, -78.89322, -78.893374, -78.895517, -78.898109, -78.89876, -78.898937, -78.899978, -78.900542, -78.901067, -78.903273, -78.903805, -78.907597, -78.907185, -78.907925, -78.909191, -78.914008, -78.91245, 42.956248, 42.956368, 42.956646, 42.959133, 42.956151, 42.956951, 42.95744, 42.957815, 42.95807, 42.958664, 42.959928, 42.960346, 42.959154, 
42.958246, 42.957497, 42.958574, 42.955796, 42.955091, 42.954903, 42.953792, 42.953187, 42.952621, 42.95026, 42.949686, 42.945654, 42.944125, 42.943727, 42.943125, 42.942479, 42.956248)))"
58.02,total_10_14,460,236,"list(list(c(-78.91245, -78.912392, -78.912065, -78.90868, -78.907148, -78.905257, -78.904105, -78.903216, -78.90262, -78.901231, -78.89826, -78.897289, -78.894991, -78.89322, -78.893374, -78.895517, -78.898109, -78.89876, -78.898937, -78.899978, -78.900542, -78.901067, -78.903273, -78.903805, -78.907597, -78.907185, -78.907925, -78.909191, -78.914008, -78.91245, 42.956248, 42.956368, 42.956646, 42.959133, 42.956151, 42.956951, 42.95744, 42.957815, 42.95807, 42.958664, 42.959928, 42.960346, 42.959154, 
42.958246, 42.957497, 42.958574, 42.955796, 42.955091, 42.954903, 42.953792, 42.953187, 42.952621, 42.95026, 42.949686, 42.945654, 42.944125, 42.943727, 42.943125, 42.942479, 42.956248)))"
58.02,total_15_19,417,232,"list(list(c(-78.91245, -78.912392, -78.912065, -78.90868, -78.907148, -78.905257, -78.904105, -78.903216, -78.90262, -78.901231, -78.89826, -78.897289, -78.894991, -78.89322, -78.893374, -78.895517, -78.898109, -78.89876, -78.898937, -78.899978, -78.900542, -78.901067, -78.903273, -78.903805, -78.907597, -78.907185, -78.907925, -78.909191, -78.914008, -78.91245, 42.956248, 42.956368, 42.956646, 42.959133, 42.956151, 42.956951, 42.95744, 42.957815, 42.95807, 42.958664, 42.959928, 42.960346, 42.959154, 
42.958246, 42.957497, 42.958574, 42.955796, 42.955091, 42.954903, 42.953792, 42.953187, 42.952621, 42.95026, 42.949686, 42.945654, 42.944125, 42.943727, 42.943125, 42.942479, 42.956248)))"
